UniqueID,playerID,award,year,lgID,pos
1,malonjo01,Art Ross,1917,NHL,n/a
2,cleghod01,Art Ross,1918,NHL,n/a
3,malonjo01,Art Ross,1919,NHL,n/a
4,lalonne01,Art Ross,1920,NHL,n/a
5,broadpu01,Art Ross,1921,NHL,n/a
6,dyeba01,Art Ross,1922,NHL,n/a
7,dennecy01,Art Ross,1923,NHL,n/a
8,nighbfr01,Hart,1923,NHL,n/a
9,dyeba01,Art Ross,1924,NHL,n/a
10,burchbi01,Hart,1924,NHL,n/a
11,nighbfr01,Lady Byng,1924,NHL,n/a
12,stewane01,Art Ross,1925,NHL,n/a
13,stewane01,Hart,1925,NHL,n/a
14,nighbfr01,Lady Byng,1925,NHL,n/a
15,cookbi01,Art Ross,1926,NHL,n/a
16,gardihe01,Hart,1926,NHL,n/a
17,burchbi01,Lady Byng,1926,NHL,n/a
18,hainsge01,Vezina,1926,NHL,n/a
19,morenho01,Art Ross,1927,NHL,n/a
20,morenho01,Hart,1927,NHL,n/a
21,bouchfr01,Lady Byng,1927,NHL,n/a
22,hainsge01,Vezina,1927,NHL,n/a
23,baileac01,Art Ross,1928,NHL,n/a
24,wortero01,Hart,1928,NHL,n/a
25,bouchfr01,Lady Byng,1928,NHL,n/a
26,hainsge01,Vezina,1928,NHL,n/a
27,weilaco01,Art Ross,1929,NHL,n/a
28,stewane01,Hart,1929,NHL,n/a
29,bouchfr01,Lady Byng,1929,NHL,n/a
30,thompti01,Vezina,1929,NHL,n/a
31,morenho01,Art Ross,1930,NHL,n/a
32,clancki01,First Team All-Star,1930,NHL,D
33,cookbi01,First Team All-Star,1930,NHL,RW
34,gardich01,First Team All-Star,1930,NHL,G
35,joliaau01,First Team All-Star,1930,NHL,LW
36,morenho01,First Team All-Star,1930,NHL,C
37,shoreed01,First Team All-Star,1930,NHL,D
38,morenho01,Hart,1930,NHL,n/a
39,bouchfr01,Lady Byng,1930,NHL,n/a
40,bouchfr01,Second Team All-Star,1930,NHL,C
41,clappdi01,Second Team All-Star,1930,NHL,RW
42,cookbu01,Second Team All-Star,1930,NHL,LW
43,johnsch01,Second Team All-Star,1930,NHL,D
44,manthsy01,Second Team All-Star,1930,NHL,D
45,thompti01,Second Team All-Star,1930,NHL,G
46,wortero01,Vezina,1930,NHL,n/a
47,jacksbu01,Art Ross,1931,NHL,n/a
48,cookbi01,First Team All-Star,1931,NHL,RW
49,gardich01,First Team All-Star,1931,NHL,G
50,jacksbu01,First Team All-Star,1931,NHL,LW
51,johnsch01,First Team All-Star,1931,NHL,D
52,morenho01,First Team All-Star,1931,NHL,C
53,shoreed01,First Team All-Star,1931,NHL,D
54,morenho01,Hart,1931,NHL,n/a
55,primejo01,Lady Byng,1931,NHL,n/a
56,clancki01,Second Team All-Star,1931,NHL,D
57,conacch01,Second Team All-Star,1931,NHL,RW
58,joliaau01,Second Team All-Star,1931,NHL,LW
59,manthsy01,Second Team All-Star,1931,NHL,D
60,smithho01,Second Team All-Star,1931,NHL,C
61,wortero01,Second Team All-Star,1931,NHL,G
62,gardich01,Vezina,1931,NHL,n/a
63,cookbi01,Art Ross,1932,NHL,n/a
64,vossca01,Calder,1932,NHL,n/a
65,bouchfr01,First Team All-Star,1932,NHL,C
66,cookbi01,First Team All-Star,1932,NHL,RW
67,johnsch01,First Team All-Star,1932,NHL,D
68,northba01,First Team All-Star,1932,NHL,LW
69,roachjo01,First Team All-Star,1932,NHL,G
70,shoreed01,First Team All-Star,1932,NHL,D
71,shoreed01,Hart,1932,NHL,n/a
72,bouchfr01,Lady Byng,1932,NHL,n/a
73,clancki01,Second Team All-Star,1932,NHL,D
74,conacch01,Second Team All-Star,1932,NHL,RW
75,conacli01,Second Team All-Star,1932,NHL,D
76,gardich01,Second Team All-Star,1932,NHL,G
77,jacksbu01,Second Team All-Star,1932,NHL,LW
78,morenho01,Second Team All-Star,1932,NHL,C
79,thompti01,Vezina,1932,NHL,n/a
80,conacch01,Art Ross,1933,NHL,n/a
81,blincru01,Calder,1933,NHL,n/a
82,bouchfr01,First Team All-Star,1933,NHL,C
83,clancki01,First Team All-Star,1933,NHL,D
84,conacch01,First Team All-Star,1933,NHL,RW
85,conacli01,First Team All-Star,1933,NHL,D
86,gardich01,First Team All-Star,1933,NHL,G
87,jacksbu01,First Team All-Star,1933,NHL,LW
88,joliaau01,Hart,1933,NHL,n/a
89,bouchfr01,Lady Byng,1933,NHL,n/a
90,cookbi01,Second Team All-Star,1933,NHL,RW
91,johnsch01,Second Team All-Star,1933,NHL,D
92,joliaau01,Second Team All-Star,1933,NHL,LW
93,primejo01,Second Team All-Star,1933,NHL,C
94,shoreed01,Second Team All-Star,1933,NHL,D
95,wortero01,Second Team All-Star,1933,NHL,G
96,gardich01,Vezina,1933,NHL,n/a
97,conacch01,Art Ross,1934,NHL,n/a
98,schrisw01,Calder,1934,NHL,n/a
99,bouchfr01,First Team All-Star,1934,NHL,C
100,chabolo01,First Team All-Star,1934,NHL,G
101,conacch01,First Team All-Star,1934,NHL,RW
102,jacksbu01,First Team All-Star,1934,NHL,LW
103,seibeea01,First Team All-Star,1934,NHL,D
104,shoreed01,First Team All-Star,1934,NHL,D
105,shoreed01,Hart,1934,NHL,n/a
106,bouchfr01,Lady Byng,1934,NHL,n/a
107,clappdi01,Second Team All-Star,1934,NHL,RW
108,coultar01,Second Team All-Star,1934,NHL,D
109,joliaau01,Second Team All-Star,1934,NHL,LW
110,thompti01,Second Team All-Star,1934,NHL,G
111,weilaco01,Second Team All-Star,1934,NHL,C
112,wentwcy01,Second Team All-Star,1934,NHL,D
113,chabolo01,Vezina,1934,NHL,n/a
114,schrisw01,Art Ross,1935,NHL,n/a
115,karakmi01,Calder,1935,NHL,n/a
116,conacch01,First Team All-Star,1935,NHL,RW
117,schrisw01,First Team All-Star,1935,NHL,LW
118,shoreed01,First Team All-Star,1935,NHL,D
119,siebeba01,First Team All-Star,1935,NHL,D
120,smithho01,First Team All-Star,1935,NHL,C
121,thompti01,First Team All-Star,1935,NHL,G
122,shoreed01,Hart,1935,NHL,n/a
123,romnedo01,Lady Byng,1935,NHL,n/a
124,cudewi01,Second Team All-Star,1935,NHL,G
125,dilloce01,Second Team All-Star,1935,NHL,RW
126,goodfeb01,Second Team All-Star,1935,NHL,D
127,seibeea01,Second Team All-Star,1935,NHL,D
128,thomppa01,Second Team All-Star,1935,NHL,LW
129,thomsbi02,Second Team All-Star,1935,NHL,C
130,thompti01,Vezina,1935,NHL,n/a
131,schrisw01,Art Ross,1936,NHL,n/a
132,appssy01,Calder,1936,NHL,n/a
133,auriela01,First Team All-Star,1936,NHL,RW
134,barryma01,First Team All-Star,1936,NHL,C
135,goodfeb01,First Team All-Star,1936,NHL,D
136,jacksbu01,First Team All-Star,1936,NHL,LW
137,siebeba01,First Team All-Star,1936,NHL,D
138,smithno01,First Team All-Star,1936,NHL,G
139,siebeba01,Hart,1936,NHL,n/a
140,barryma01,Lady Byng,1936,NHL,n/a
141,chapmar01,Second Team All-Star,1936,NHL,C
142,conacli01,Second Team All-Star,1936,NHL,D
143,cudewi01,Second Team All-Star,1936,NHL,G
144,dilloce01,Second Team All-Star,1936,NHL,RW
145,schrisw01,Second Team All-Star,1936,NHL,LW
146,seibeea01,Second Team All-Star,1936,NHL,D
147,smithno01,Vezina,1936,NHL,n/a
148,drillgo01,Art Ross,1937,NHL,n/a
149,dahlscu01,Calder,1937,NHL,n/a
150,cowlebi01,First Team All-Star,1937,NHL,C
151,dilloce01,First Team All-Star,1937,NHL,RW
152,drillgo01,First Team All-Star,1937,NHL,RW
153,shoreed01,First Team All-Star,1937,NHL,D
154,siebeba01,First Team All-Star,1937,NHL,D
155,thomppa01,First Team All-Star,1937,NHL,LW
156,thompti01,First Team All-Star,1937,NHL,G
157,shoreed01,Hart,1937,NHL,n/a
158,drillgo01,Lady Byng,1937,NHL,n/a
159,appssy01,Second Team All-Star,1937,NHL,C
160,blaketo01,Second Team All-Star,1937,NHL,LW
161,coultar01,Second Team All-Star,1937,NHL,D
162,kerrda01,Second Team All-Star,1937,NHL,G
163,seibeea01,Second Team All-Star,1937,NHL,D
164,thompti01,Vezina,1937,NHL,n/a
165,blaketo01,Art Ross,1938,NHL,n/a
166,brimsfr01,Calder,1938,NHL,n/a
167,appssy01,First Team All-Star,1938,NHL,C
168,blaketo01,First Team All-Star,1938,NHL,LW
169,brimsfr01,First Team All-Star,1938,NHL,G
170,clappdi01,First Team All-Star,1938,NHL,D
171,drillgo01,First Team All-Star,1938,NHL,RW
172,shoreed01,First Team All-Star,1938,NHL,D
173,blaketo01,Hart,1938,NHL,n/a
174,smithcl01,Lady Byng,1938,NHL,n/a
175,bauerbo01,Second Team All-Star,1938,NHL,RW
176,colvine01,Second Team All-Star,1938,NHL,C
177,coultar01,Second Team All-Star,1938,NHL,D
178,gottsjo01,Second Team All-Star,1938,NHL,LW
179,robinea01,Second Team All-Star,1938,NHL,G
180,seibeea01,Second Team All-Star,1938,NHL,D
181,brimsfr01,Vezina,1938,NHL,n/a
182,schmimi01,Art Ross,1939,NHL,n/a
183,macdoki01,Calder,1939,NHL,n/a
184,blaketo01,First Team All-Star,1939,NHL,LW
185,clappdi01,First Team All-Star,1939,NHL,D
186,goodfeb01,First Team All-Star,1939,NHL,D
187,hextabr01,First Team All-Star,1939,NHL,RW
188,kerrda01,First Team All-Star,1939,NHL,G
189,schmimi01,First Team All-Star,1939,NHL,C
190,goodfeb01,Hart,1939,NHL,n/a
191,bauerbo01,Lady Byng,1939,NHL,n/a
192,bauerbo01,Second Team All-Star,1939,NHL,RW
193,brimsfr01,Second Team All-Star,1939,NHL,G
194,colvine01,Second Team All-Star,1939,NHL,C
195,coultar01,Second Team All-Star,1939,NHL,D
196,dumarwo01,Second Team All-Star,1939,NHL,LW
197,seibeea01,Second Team All-Star,1939,NHL,D
198,kerrda01,Vezina,1939,NHL,n/a
199,cowlebi01,Art Ross,1940,NHL,n/a
200,quiltjo01,Calder,1940,NHL,n/a
201,brodatu01,First Team All-Star,1940,NHL,G
202,clappdi01,First Team All-Star,1940,NHL,D
203,cowlebi01,First Team All-Star,1940,NHL,C
204,hextabr01,First Team All-Star,1940,NHL,RW
205,schrisw01,First Team All-Star,1940,NHL,LW
206,stanowa01,First Team All-Star,1940,NHL,D
207,cowlebi01,Hart,1940,NHL,n/a
208,bauerbo01,Lady Byng,1940,NHL,n/a
209,appssy01,Second Team All-Star,1940,NHL,C
210,bauerbo01,Second Team All-Star,1940,NHL,RW
211,brimsfr01,Second Team All-Star,1940,NHL,G
212,dumarwo01,Second Team All-Star,1940,NHL,LW
213,helleot01,Second Team All-Star,1940,NHL,D
214,seibeea01,Second Team All-Star,1940,NHL,D
215,brodatu01,Vezina,1940,NHL,n/a
216,hextabr01,Art Ross,1941,NHL,n/a
217,warwigr01,Calder,1941,NHL,n/a
218,anderto01,First Team All-Star,1941,NHL,D
219,appssy01,First Team All-Star,1941,NHL,C
220,brimsfr01,First Team All-Star,1941,NHL,G
221,hextabr01,First Team All-Star,1941,NHL,RW
222,patrily01,First Team All-Star,1941,NHL,LW
223,seibeea01,First Team All-Star,1941,NHL,D
224,anderto01,Hart,1941,NHL,n/a
225,appssy01,Lady Byng,1941,NHL,n/a
226,abelsi01,Second Team All-Star,1941,NHL,LW
227,brodatu01,Second Team All-Star,1941,NHL,G
228,drillgo01,Second Team All-Star,1941,NHL,RW
229,eganpa01,Second Team All-Star,1941,NHL,D
230,mcdonbu01,Second Team All-Star,1941,NHL,D
231,watsoph01,Second Team All-Star,1941,NHL,C
232,brimsfr01,Vezina,1941,NHL,n/a
233,bentldo01,Art Ross,1942,NHL,n/a
234,stewaga01,Calder,1942,NHL,n/a
235,bentldo01,First Team All-Star,1942,NHL,LW
236,carrlo01,First Team All-Star,1942,NHL,RW
237,cowlebi01,First Team All-Star,1942,NHL,C
238,mowerjo01,First Team All-Star,1942,NHL,G
239,seibeea01,First Team All-Star,1942,NHL,D
240,stewaja01,First Team All-Star,1942,NHL,D
241,cowlebi01,Hart,1942,NHL,n/a
242,bentlma01,Lady Byng,1942,NHL,n/a
243,appssy01,Second Team All-Star,1942,NHL,C
244,brimsfr01,Second Team All-Star,1942,NHL,G
245,crawfja01,Second Team All-Star,1942,NHL,D
246,hextabr01,Second Team All-Star,1942,NHL,RW
247,hollefl01,Second Team All-Star,1942,NHL,D
248,patrily01,Second Team All-Star,1942,NHL,LW
249,mowerjo01,Vezina,1942,NHL,n/a
250,cainhe01,Art Ross,1943,NHL,n/a
251,bodnagu01,Calder,1943,NHL,n/a
252,bentldo01,First Team All-Star,1943,NHL,LW
253,carrlo01,First Team All-Star,1943,NHL,RW
254,cowlebi01,First Team All-Star,1943,NHL,C
255,durnabi01,First Team All-Star,1943,NHL,G
256,prattba01,First Team All-Star,1943,NHL,D
257,seibeea01,First Team All-Star,1943,NHL,D
258,prattba01,Hart,1943,NHL,n/a
259,smithcl01,Lady Byng,1943,NHL,n/a
260,bibeapa01,Second Team All-Star,1943,NHL,G
261,bouchbu01,Second Team All-Star,1943,NHL,D
262,cainhe01,Second Team All-Star,1943,NHL,LW
263,clappdi01,Second Team All-Star,1943,NHL,D
264,lachel01,Second Team All-Star,1943,NHL,C
265,richama01,Second Team All-Star,1943,NHL,RW
266,durnabi01,Vezina,1943,NHL,n/a
267,lachel01,Art Ross,1944,NHL,n/a
268,mccoofr01,Calder,1944,NHL,n/a
269,blaketo01,First Team All-Star,1944,NHL,LW
270,bouchbu01,First Team All-Star,1944,NHL,D
271,durnabi01,First Team All-Star,1944,NHL,G
272,hollefl01,First Team All-Star,1944,NHL,D
273,lachel01,First Team All-Star,1944,NHL,C
274,richama01,First Team All-Star,1944,NHL,RW
275,lachel01,Hart,1944,NHL,n/a
276,mosiebi01,Lady Byng,1944,NHL,n/a
277,cowlebi01,Second Team All-Star,1944,NHL,C
278,harmogl01,Second Team All-Star,1944,NHL,D
279,howesy01,Second Team All-Star,1944,NHL,LW
280,karakmi01,Second Team All-Star,1944,NHL,G
281,mosiebi01,Second Team All-Star,1944,NHL,RW
282,prattba01,Second Team All-Star,1944,NHL,D
283,durnabi01,Vezina,1944,NHL,n/a
284,bentlma01,Art Ross,1945,NHL,n/a
285,lapraed01,Calder,1945,NHL,n/a
286,bentlma01,First Team All-Star,1945,NHL,C
287,bouchbu01,First Team All-Star,1945,NHL,D
288,crawfja01,First Team All-Star,1945,NHL,D
289,durnabi01,First Team All-Star,1945,NHL,G
290,richama01,First Team All-Star,1945,NHL,RW
291,stewaga01,First Team All-Star,1945,NHL,LW
292,bentlma01,Hart,1945,NHL,n/a
293,blaketo01,Lady Byng,1945,NHL,n/a
294,blaketo01,Second Team All-Star,1945,NHL,LW
295,brimsfr01,Second Team All-Star,1945,NHL,G
296,lachel01,Second Team All-Star,1945,NHL,C
